chr	start	end	length	summit	tags	NAME	fold_enrichment	FDR%	chromosome	summit_center_pos	summit_centered_start	summit_centered_end
chr15	50031599	50032332	734	333	19	86.82	5.73	0.07	chr15	50031931	50031881	50031981
chr15	50350197	50350855	659	464	17	83.27	6.67	0.08	chr15	50350660	50350610	50350710
chr15	51258197	51259113	917	478	41	293.38	18.68	0.02	chr15	51258674	51258624	51258724
chr15	51659538	51660133	596	181	17	56.15	4.64	0.31	chr15	51659718	51659668	51659768
chr15	51673218	51673782	565	368	16	55.29	4.62	0.32	chr15	51673585	51673535	51673635
chr15	52781224	52781812	589	245	21	77.31	6.33	0.1	chr15	52781468	52781418	52781518
chr15	54678103	54678744	642	344	19	113.66	8.43	0.04	chr15	54678446	54678396	54678496
chr15	55097694	55098312	619	355	33	274.52	15.38	0.02	chr15	55098048	55097998	55098098
chr15	55233283	55234288	1006	529	30	102.98	6.54	0.05	chr15	55233811	55233761	55233861
chr15	56689811	56690503	693	416	39	272.3	13.56	0.02	chr15	56690226	56690176	56690276
chr15	57526139	57527081	943	493	36	232.22	10.56	0.02	chr15	57526631	57526581	57526681
chr15	57927566	57928415	850	339	30	137.27	7.5	0.04	chr15	57927904	57927854	57927954
chr15	61050018	61051226	1209	620	65	335.31	11.22	0.03	chr15	61050637	61050587	61050687
chr15	62795517	62796137	621	423	22	76.71	4.38	0.1	chr15	62795939	62795889	62795989
chr15	63569928	63570859	932	486	36	105.18	4.74	0.05	chr15	63570413	63570363	63570463
chr15	63574946	63575713	768	340	47	164.63	6.14	0.03	chr15	63575285	63575235	63575335
chr15	63654183	63654658	476	278	14	61.58	5.45	0.23	chr15	63654460	63654410	63654510
chr15	64679403	64680425	1023	582	40	174.23	7.14	0.03	chr15	64679984	64679934	64680034
chr15	65136954	65137827	874	432	46	245.74	10.67	0.02	chr15	65137385	65137335	65137435
chr15	66221626	66222182	557	209	16	61.4	4.55	0.22	chr15	66221834	66221784	66221884
chr15	67839358	67840084	727	260	35	161.4	8.13	0.03	chr15	67839617	67839567	67839667
chr15	67972750	67973801	1052	676	40	66.39	3.27	0.17	chr15	67973425	67973375	67973475
chr15	68034959	68035564	606	205	20	92.41	4.7	0.07	chr15	68035163	68035113	68035213
chr15	68212673	68213776	1104	512	73	364.02	12.75	0.02	chr15	68213184	68213134	68213234
chr15	68780273	68781206	934	542	34	60.89	4.17	0.23	chr15	68780814	68780764	68780864
chr15	72923306	72924453	1148	557	55	218.95	10	0.02	chr15	72923862	72923812	72923912
chr15	73194538	73195294	757	311	24	58.18	3.53	0.28	chr15	73194848	73194798	73194898
chr15	73920157	73921084	928	471	30	68.1	4.28	0.16	chr15	73920627	73920577	73920677
chr15	75924136	75924800	665	322	25	66.98	5	0.17	chr15	75924457	75924407	75924507
chr15	76602611	76603674	1064	489	30	68.17	4.91	0.16	chr15	76603099	76603049	76603149
chr15	77227725	77228579	855	421	37	91.64	5.56	0.07	chr15	77228145	77228095	77228195
chr15	78360554	78361276	723	179	27	71.51	4.75	0.14	chr15	78360732	78360682	78360782
chr15	80281915	80282794	880	549	40	187.42	8.55	0.03	chr15	80282463	80282413	80282513
chr15	80293804	80294860	1057	491	111	872.61	24.44	0	chr15	80294294	80294244	80294344
chr15	80796109	80796995	887	484	25	60.54	5.62	0.24	chr15	80796592	80796542	80796642
chr15	81630756	81631511	756	324	22	53.05	3.24	0.36	chr15	81631079	81631029	81631129
chr15	81783458	81785115	1658	478	103	198.44	8.51	0.02	chr15	81783935	81783885	81783985
chr15	82706647	82707431	785	410	20	82.74	6	0.07	chr15	82707056	82707006	82707106
chr15	86453169	86454632	1464	1096	82	323.38	8.33	0.02	chr15	86454264	86454214	86454314
chr15	86462075	86462778	704	316	32	123.78	6.67	0.04	chr15	86462390	86462340	86462440
chr15	88937851	88938800	950	371	55	216.06	8.64	0.03	chr15	88938221	88938171	88938271
chr15	89717435	89718194	760	433	40	201.34	8.84	0.02	chr15	89717867	89717817	89717917
chr15	90708696	90709852	1157	583	73	347.19	11	0.02	chr15	90709278	90709228	90709328
chr15	91099258	91099996	739	483	35	148.62	7.94	0.03	chr15	91099740	91099690	91099790
chr15	91608431	91609396	966	428	41	116.5	5.48	0.04	chr15	91608858	91608808	91608908
chr15	91659119	91660133	1015	584	45	136.41	5.71	0.04	chr15	91659702	91659652	91659752
chr15	93143664	93144949	1286	557	79	423.66	11.47	0.02	chr15	93144220	93144170	93144270
chr15	94818318	94819527	1210	660	104	551.13	12.71	0.02	chr15	94818977	94818927	94819027
chr15	96459283	96461615	2333	1622	207	1071.28	18	0	chr15	96460904	96460854	96460954
chr15	96873378	96874302	925	548	36	126.46	6.59	0.04	chr15	96873925	96873875	96873975
chr15	99189725	99190792	1068	496	50	171.83	7.25	0.03	chr15	99190220	99190170	99190270
chr16	12625813	12626213	401	185	14	100.8	8.69	0.05	chr16	12625997	12625947	12626047
chr16	15165829	15166608	780	433	19	75.34	6.34	0.1	chr16	15166261	15166211	15166311
chr16	16181943	16182845	903	477	29	181.37	13.75	0.03	chr16	16182419	16182369	16182469
chr16	17067364	17068748	1385	845	107	1142.67	38.75	0	chr16	17068208	17068158	17068258
chr16	22672183	22672854	672	245	22	69.14	3.75	0.16	chr16	22672427	22672377	22672477
chr16	23354711	23355781	1071	526	81	497.58	15.28	0.01	chr16	23355236	23355186	23355286
chr16	27244271	27244980	710	267	20	124.6	10.34	0.04	chr16	27244537	27244487	27244587
chr16	29175381	29176404	1024	489	68	679.82	28.12	0	chr16	29175869	29175819	29175919
chr16	30189689	30190287	599	346	40	268.98	11.67	0.02	chr16	30190034	30189984	30190084
chr16	4531266	4531983	718	292	20	70.3	4.79	0.15	chr16	4531557	4531507	4531607
chr16	48447241	48447854	614	227	21	148.3	12.41	0.03	chr16	48447467	48447417	48447517
chr16	49057013	49057839	827	374	21	59.68	5	0.26	chr16	49057386	49057336	49057436
chr16	51732224	51733242	1019	558	39	227.34	12	0.02	chr16	51732781	51732731	51732831
chr16	52013986	52014885	900	449	21	107.14	10.34	0.05	chr16	52014434	52014384	52014484
chr16	58450368	58450921	554	363	17	69.69	4.75	0.16	chr16	58450730	58450680	58450780
chr16	58451697	58452448	752	391	20	85.84	6.93	0.07	chr16	58452087	58452037	58452137
chr16	66078060	66079038	979	526	33	103.76	6.56	0.04	chr16	66078585	66078535	66078635
chr16	67485489	67486326	838	498	27	163.97	11.45	0.03	chr16	67485986	67485936	67486036
chr16	68101902	68102871	970	514	37	243.54	16.86	0.02	chr16	68102415	68102365	68102465
chr16	68755914	68756582	669	434	25	189.23	11.72	0.03	chr16	68756347	68756297	68756397
chr16	72058527	72059536	1010	517	36	219.28	15.56	0.02	chr16	72059043	72058993	72059093
chr16	82185909	82186996	1088	559	103	889.4	25.71	0	chr16	82186467	82186417	82186517
chr16	83799896	83800336	441	232	17	93.01	5.83	0.07	chr16	83800127	83800077	83800177
chr16	85098448	85099110	663	288	16	87.18	8.96	0.07	chr16	85098735	85098685	85098785
chr16	9051598	9052317	720	333	31	151.93	8.57	0.03	chr16	9051930	9051880	9051980
chr17	10199022	10199733	712	198	23	68.44	6.56	0.16	chr17	10199219	10199169	10199269
chr17	10530721	10531389	669	461	19	75.03	4.58	0.11	chr17	10531181	10531131	10531231
chr17	10693906	10694815	910	475	26	109.22	5.45	0.04	chr17	10694380	10694330	10694430
chr17	11182854	11183962	1109	652	39	114.46	5	0.04	chr17	11183505	11183455	11183555
chr17	18520736	18521968	1233	774	37	187.53	8.24	0.03	chr17	18521509	18521459	18521559
chr17	20130067	20130533	467	189	16	58.63	4	0.27	chr17	20130255	20130205	20130305
chr17	20231456	20232715	1260	389	48	233.06	9.58	0.02	chr17	20231844	20231794	20231894
chr17	26424739	26425736	998	410	72	488.75	16.12	0.01	chr17	26425148	26425098	26425198
chr17	26652771	26653728	958	541	56	219.75	11.14	0.02	chr17	26653311	26653261	26653361
chr17	27050838	27051713	876	490	39	81.73	4.14	0.08	chr17	27051327	27051277	27051377
chr17	28049600	28050811	1212	422	59	145.68	5.38	0.03	chr17	28050021	28049971	28050071
chr17	29887419	29888323	905	481	35	54.18	3.7	0.34	chr17	29887899	29887849	29887949
chr17	30169159	30170772	1614	1031	79	189.9	6.15	0.03	chr17	30170189	30170139	30170239
chr17	32770585	32771346	762	471	26	61.73	4.75	0.22	chr17	32771055	32771005	32771105
chr17	3303255	3303827	573	303	14	57.7	4.64	0.28	chr17	3303557	3303507	3303607
chr17	34135573	34136813	1241	668	62	56.71	3.45	0.3	chr17	34136240	34136190	34136290
chr17	34850434	34851169	736	266	22	50.47	4.17	0.43	chr17	34850699	34850649	34850749
chr17	35483182	35484023	842	328	40	72.91	4.19	0.13	chr17	35483509	35483459	35483559
chr17	37968483	37969396	914	411	62	262.61	9.38	0.02	chr17	37968893	37968843	37968943
chr17	39150018	39150958	941	461	39	164.77	7.33	0.03	chr17	39150478	39150428	39150528
chr17	39758310	39759540	1231	728	78	396.72	12.31	0.02	chr17	39759037	39758987	39759087
chr17	39933462	39934332	871	462	20	50.98	5	0.42	chr17	39933923	39933873	39933973
chr17	44121390	44122352	963	508	25	128.94	11.25	0.04	chr17	44121897	44121847	44121947
chr17	49845512	49846278	767	516	27	128.93	8.1	0.04	chr17	49846027	49845977	49846077
chr17	54428869	54429863	995	482	57	209.93	10.22	0.03	chr17	54429350	54429300	54429400
chr17	56494511	56495554	1044	561	31	73.66	2.94	0.12	chr17	56495071	56495021	56495121
chr17	59368614	59369920	1307	776	153	1388.88	23.44	0	chr17	59369389	59369339	59369439
chr17	59588374	59589449	1076	526	66	306.3	11.75	0.02	chr17	59588899	59588849	59588949
chr17	61627246	61628218	973	324	31	57.37	3.33	0.29	chr17	61627569	61627519	61627619
chr17	62980826	62981789	964	632	38	166.85	7.5	0.03	chr17	62981457	62981407	62981507
chr17	63013177	63013821	645	311	19	86.18	4.55	0.07	chr17	63013487	63013437	63013537
chr17	63693341	63694209	869	628	56	394.59	13.85	0.02	chr17	63693968	63693918	63694018
chr17	64361755	64362655	901	509	25	80.22	5.38	0.09	chr17	64362263	64362213	64362313
chr17	64365721	64366293	573	384	15	70.33	5.73	0.15	chr17	64366104	64366054	64366154
chr17	65580744	65581737	994	554	45	240.61	13.76	0.02	chr17	65581297	65581247	65581347
chr17	67461032	67461859	828	365	34	174.47	7.2	0.03	chr17	67461396	67461346	67461446
chr17	68192353	68193544	1192	444	61	183.54	5.83	0.03	chr17	68192796	68192746	68192846
chr17	69497282	69497866	585	208	14	59.08	4.3	0.26	chr17	69497489	69497439	69497539
chr17	71932732	71933618	887	559	47	256.47	10	0.03	chr17	71933290	71933240	71933340
chr17	73016160	73017273	1114	562	67	421.64	14.29	0.02	chr17	73016721	73016671	73016771
chr17	74374620	74375122	503	197	17	54.34	3.53	0.34	chr17	74374816	74374766	74374866
chr17	76218842	76219908	1067	539	43	163.74	6.88	0.03	chr17	76219380	76219330	76219430
chr17	76525510	76526597	1088	612	43	159.92	6.88	0.03	chr17	76526121	76526071	76526171
chr17	77671771	77672964	1194	581	163	1677.59	40.67	0	chr17	77672351	77672301	77672401
chr17	78234897	78235587	691	276	24	104.22	5	0.04	chr17	78235172	78235122	78235222
chr17	78271530	78272573	1044	513	48	160.87	7	0.03	chr17	78272042	78271992	78272092
chr17	7936130	7936996	867	460	21	106.18	8.55	0.05	chr17	7936589	7936539	7936639
chr17	813843	814736	894	479	38	205.16	10.98	0.03	chr17	814321	814271	814371
chr17_ctg5_hap1	1121195	1121818	624	437	20	138.26	11.03	0.04	chr17_ctg5_hap1	1121631	1121581	1121681
chr17_ctg5_hap1	13341	13986	646	182	19	125.96	8.9	0.04	chr17_ctg5_hap1	13522	13472	13572
chr17_ctg5_hap1	1552443	1553404	962	407	72	760.19	30.62	0	chr17_ctg5_hap1	1552849	1552799	1552899
chr18	10079734	10080447	714	289	69	641.62	20	0.02	chr18	10080022	10079972	10080072
chr18	10397762	10399014	1253	718	55	261.81	10.71	0.02	chr18	10398479	10398429	10398529
chr18	13215964	13216705	742	302	22	65.9	5.33	0.17	chr18	13216265	13216215	13216315
chr18	13541824	13542778	955	423	49	209.55	10.56	0.03	chr18	13542246	13542196	13542296
chr18	14036747	14037393	647	227	17	61.59	4.58	0.23	chr18	14036973	14036923	14037023
chr18	1679752	1680845	1094	522	59	302.87	13.12	0.02	chr18	1680273	1680223	1680323
chr18	18599787	18600434	648	254	22	101.78	7.08	0.05	chr18	18600040	18599990	18600090
chr18	20002747	20003451	705	309	16	58.89	6.57	0.26	chr18	20003055	20003005	20003105
chr18	21192157	21193120	964	480	30	94.13	5.51	0.06	chr18	21192636	21192586	21192686
chr18	21268559	21269592	1034	487	40	155.53	5.56	0.03	chr18	21269045	21268995	21269095
chr18	21688282	21689197	916	502	34	213.96	12.78	0.03	chr18	21688783	21688733	21688833
chr18	2258828	2259466	639	315	16	68.32	4.69	0.16	chr18	2259142	2259092	2259192
chr18	24242794	24243617	824	357	21	67.01	5	0.17	chr18	24243150	24243100	24243200
chr18	24326645	24327596	952	543	48	330.36	16.36	0.03	chr18	24327187	24327137	24327237
chr18	2930241	2930644	404	195	18	93.96	6.07	0.06	chr18	2930435	2930385	2930485
chr18	31344907	31345471	565	308	14	64.99	5.68	0.18	chr18	31345214	31345164	31345264
chr18	31779742	31780475	734	477	28	117.77	6.79	0.04	chr18	31780218	31780168	31780268
chr18	32367777	32368456	680	340	23	94.16	6.54	0.06	chr18	32368116	32368066	32368166
chr18	32448184	32449382	1199	658	121	920.85	23.89	0	chr18	32448841	32448791	32448891
chr18	32634288	32635070	783	283	55	355.86	12.5	0.02	chr18	32634570	32634520	32634620
chr18	33688433	33689026	594	301	24	142.34	9.09	0.04	chr18	33688733	33688683	33688783
chr18	34423327	34424235	909	308	57	318	11.18	0.02	chr18	34423634	34423584	34423684
chr18	3671124	3671739	616	241	27	179.76	10.4	0.03	chr18	3671364	3671314	3671414
chr18	39429287	39431449	2163	523	184	1340.04	21.56	0	chr18	39429809	39429759	39429859
chr18	428722	429514	793	535	66	542.61	16.06	0.02	chr18	429256	429206	429306
chr18	4295599	4296178	580	326	14	63.26	5.68	0.2	chr18	4295924	4295874	4295974
chr18	43668030	43669181	1152	403	46	170.74	5.31	0.03	chr18	43668432	43668382	43668482
chr18	4412140	4412792	653	422	18	73.29	5.91	0.12	chr18	4412561	4412511	4412611
chr18	46475386	46476192	807	383	20	57.16	5.38	0.29	chr18	46475768	46475718	46475818
chr18	46799727	46800419	693	385	16	83.66	6.89	0.07	chr18	46800111	46800061	46800161
chr18	47207420	47208612	1193	555	148	1095.98	23.7	0	chr18	47207974	47207924	47208024
chr18	48317926	48319214	1289	626	188	1315.19	20.69	0	chr18	48318551	48318501	48318601
chr18	51936081	51936915	835	399	33	109.7	5	0.04	chr18	51936479	51936429	51936529
chr18	54014609	54015374	766	382	44	158.9	8.09	0.03	chr18	54014990	54014940	54015040
chr18	54999810	55000556	747	352	20	87.42	7.5	0.07	chr18	55000161	55000111	55000211
chr18	55411247	55412042	796	468	31	136.81	8.21	0.04	chr18	55411714	55411664	55411764
chr18	568440	569456	1017	560	77	519.41	16.87	0.02	chr18	568999	568949	569049
chr18	59643604	59644771	1168	587	59	266.39	10.29	0.02	chr18	59644190	59644140	59644240
chr18	60869519	60870026	508	308	20	128.15	9.18	0.04	chr18	60869826	60869776	60869876
chr18	61185518	61186251	734	328	19	113.75	8.96	0.04	chr18	61185845	61185795	61185895
chr18	61515211	61516302	1092	586	109	708.54	16.36	0	chr18	61515796	61515746	61515846
chr18	62587084	62587849	766	349	19	87.43	5.47	0.07	chr18	62587432	62587382	62587482
chr18	63585652	63586647	996	478	102	972.72	25	0	chr18	63586129	63586079	63586179
chr18	67178166	67179140	975	548	44	143.37	7.25	0.04	chr18	67178713	67178663	67178763
chr18	67614328	67615144	817	388	29	178.68	13.33	0.03	chr18	67614715	67614665	67614765
chr18	68186566	68187063	498	193	15	64.37	5.42	0.19	chr18	68186758	68186708	68186808
chr18	70867749	70868677	929	424	26	71.05	6	0.14	chr18	70868172	70868122	70868222
chr18	72572844	72573630	787	426	20	90.39	6.52	0.07	chr18	72573269	72573219	72573319
chr18	7272002	7272946	945	451	27	60.39	4.41	0.25	chr18	7272452	7272402	7272502
chr18	72843703	72844790	1088	440	168	1913.35	44.29	0	chr18	72844142	72844092	72844192
chr18	74050751	74051844	1094	485	68	621.67	25.86	0.02	chr18	74051235	74051185	74051285
chr18	74117974	74118562	589	192	14	62.99	5.75	0.2	chr18	74118165	74118115	74118215
chr18	76005620	76006837	1218	566	49	269.14	7.27	0.02	chr18	76006185	76006135	76006235
chr18	76861285	76861860	576	386	31	243.02	13	0.02	chr18	76861670	76861620	76861720
chr18	8246181	8247056	876	411	33	213.98	12.22	0.03	chr18	8246591	8246541	8246641
chr18	8341199	8343005	1807	573	116	351.37	8.97	0.02	chr18	8341771	8341721	8341821
chr18	9477151	9477854	704	458	19	70.57	4.17	0.14	chr18	9477608	9477558	9477658
chr19	15416040	15416817	778	496	22	55.82	5	0.31	chr19	15416535	15416485	15416585
chr19	15715079	15716149	1071	527	34	126.47	6.54	0.04	chr19	15715605	15715555	15715655
chr19	15893737	15894655	919	390	22	52.96	4.64	0.36	chr19	15894126	15894076	15894176
chr19	15920856	15921711	856	519	34	119.73	7.35	0.04	chr19	15921374	15921324	15921424
chr19	17218712	17219485	774	422	32	127.16	6.56	0.04	chr19	17219133	17219083	17219183
chr19	20192803	20193733	931	485	30	113.35	8.85	0.04	chr19	20193287	20193237	20193337
chr19	30184232	30186072	1841	594	71	371.04	12.16	0.02	chr19	30184825	30184775	30184875
chr19	30403421	30404271	851	541	39	196.66	10.36	0.02	chr19	30403961	30403911	30404011
chr19	31047029	31048012	984	560	46	121.74	5.83	0.04	chr19	31047588	31047538	31047638
chr19	32853804	32854627	824	492	41	153.6	7.5	0.03	chr19	32854295	32854245	32854345
chr19	34201079	34201658	580	198	15	53.44	4.14	0.35	chr19	34201276	34201226	34201326
chr19	34950164	34951180	1017	531	48	137.52	7.61	0.04	chr19	34950694	34950644	34950744
chr19	35372580	35373752	1173	558	152	994.59	22.32	0	chr19	35373137	35373087	35373187
chr19	41274716	41275413	698	408	16	54.13	5.14	0.34	chr19	41275123	41275073	41275173
chr19	42036809	42038501	1693	580	117	389.44	6.38	0.02	chr19	42037388	42037338	42037438
chr19	44506674	44507439	766	340	26	61.2	3.75	0.23	chr19	44507013	44506963	44507063
chr19	46776898	46777816	919	443	28	50.68	4.5	0.42	chr19	46777340	46777290	46777390
chr19	47655580	47656455	876	492	25	75.34	3.93	0.1	chr19	47656071	47656021	47656121
chr19	48582722	48583780	1059	554	48	138.32	5.91	0.04	chr19	48583275	48583225	48583325
chr19	4991238	4992639	1402	966	100	609.19	14.12	0.02	chr19	4992203	4992153	4992253
chr19	50379573	50381034	1462	1083	58	82.84	3.04	0.07	chr19	50380655	50380605	50380705
chr19	50594000	50595802	1803	1150	168	410.65	9.9	0.02	chr19	50595149	50595099	50595199
chr19	51881651	51882340	690	380	20	104.34	7.14	0.04	chr19	51882030	51881980	51882080
chr19	54974809	54975922	1114	399	40	89.07	4.29	0.06	chr19	54975207	54975157	54975257
chr19	58525783	58526771	989	473	43	145.21	8.42	0.03	chr19	58526255	58526205	58526305
chr19	5937796	5938650	855	461	58	543.41	26.11	0.02	chr19	5938256	5938206	5938306
chr19	6020363	6021834	1472	935	63	410.28	15.77	0.02	chr19	6021297	6021247	6021347
chr19_gl000209_random	46583	47759	1177	573	80	499.55	14.06	0.01	chr19_gl000209_random	47155	47105	47205
chr1_gl000192_random	281886	283055	1170	534	105	919.97	24.23	0	chr1_gl000192_random	282419	282369	282469
chr1_gl000192_random	285266	286434	1169	613	53	368.69	11.7	0.02	chr1_gl000192_random	285878	285828	285928
chr1_gl000192_random	315166	316031	866	436	29	107.58	7.5	0.04	chr1_gl000192_random	315601	315551	315651
chr2	100718189	100718843	655	269	18	73.03	6.36	0.13	chr2	100718457	100718407	100718507
chr2	101855679	101856583	905	442	28	83.25	5.67	0.08	chr2	101856120	101856070	101856170
chr2	105487283	105488221	939	423	49	256.87	12.33	0.03	chr2	105487705	105487655	105487755
chr2	106060451	106061449	999	464	69	513.12	16.92	0.02	chr2	106060914	106060864	106060964
chr2	106259665	106261504	1840	429	64	219.87	7.84	0.02	chr2	106260093	106260043	106260143
chr2	107175865	107176791	927	450	41	115.6	5.45	0.04	chr2	107176314	107176264	107176364
chr2	107280821	107281696	876	505	27	90.22	8.21	0.06	chr2	107281325	107281275	107281375
chr2	10897210	10897961	752	363	29	136.95	6.92	0.04	chr2	10897572	10897522	10897622
chr2	108989792	108990574	783	445	30	117.45	7	0.04	chr2	108990236	108990186	108990286
chr2	109360859	109361749	891	424	40	201.18	11.07	0.02	chr2	109361282	109361232	109361332
chr2	110448074	110449070	997	517	38	148.51	9.67	0.03	chr2	110448590	110448540	110448640
chr2	111942832	111943882	1051	583	75	573.59	20	0.02	chr2	111943414	111943364	111943464
chr2	112663484	112664494	1011	411	47	117.92	4	0.04	chr2	112663894	112663844	112663944
chr2	113190916	113191435	520	315	14	64.62	5.2	0.18	chr2	113191230	113191180	113191280
chr2	113626582	113627894	1313	638	108	742.57	13.82	0	chr2	113627219	113627169	113627269
chr2	114469204	114470128	925	455	59	353.23	15.31	0.02	chr2	114469658	114469608	114469708
chr2	115336775	115337883	1109	556	58	396.61	18.64	0.02	chr2	115337330	115337280	115337380
chr2	118112821	118113609	789	430	37	166.35	6.25	0.03	chr2	118113250	118113200	118113300
chr2	121231250	121232160	911	438	35	146.16	7.86	0.03	chr2	121231687	121231637	121231737
chr2	123303440	123303865	426	195	19	126.61	8.18	0.04	chr2	123303634	123303584	123303684
chr2	124865519	124866354	836	487	23	125.14	6.88	0.04	chr2	124866005	124865955	124866055
chr2	124906965	124907643	679	389	33	235.03	12.12	0.02	chr2	124907353	124907303	124907403
chr2	129199911	129200660	750	357	34	105.65	5.86	0.05	chr2	129200267	129200217	129200317
chr2	1292958	1293525	568	341	31	138.75	7.23	0.04	chr2	1293298	1293248	1293348
chr2	13007465	13008584	1120	522	87	524.4	9.21	0.02	chr2	13007986	13007936	13008036
chr2	131745183	131746026	844	486	42	323.26	17.78	0.02	chr2	131745668	131745618	131745718
chr2	131876977	131877751	775	406	20	54.4	4.64	0.34	chr2	131877382	131877332	131877432
chr2	132190664	132191534	871	523	28	115.56	7.92	0.04	chr2	132191186	132191136	132191236
chr2	132362979	132364652	1674	1140	75	292.96	11.47	0.02	chr2	132364118	132364068	132364168
chr2	132435276	132435665	390	195	15	64.08	5	0.19	chr2	132435470	132435420	132435520
chr2	132910693	132911736	1044	479	44	73.83	3.39	0.12	chr2	132911171	132911121	132911221
chr2	13636558	13637228	671	332	17	80.84	7.14	0.08	chr2	13636889	13636839	13636939
chr2	1370008	1371046	1039	562	52	206.85	8.68	0.03	chr2	1370569	1370519	1370619
chr2	13769697	13770866	1170	538	71	543.37	15.91	0.02	chr2	13770234	13770184	13770284
chr2	142254639	142255456	818	402	50	442.04	18.68	0.02	chr2	142255040	142254990	142255090
chr2	142608007	142609034	1028	544	36	257.08	17.23	0.02	chr2	142608550	142608500	142608600
chr2	145401248	145402317	1070	512	70	650.81	30.46	0.02	chr2	145401759	145401709	145401809
chr2	145704926	145706025	1100	508	92	945.87	37.77	0	chr2	145705433	145705383	145705483
chr2	147684713	147685417	705	354	16	70.96	7.74	0.14	chr2	147685066	147685016	147685116
chr2	148405605	148406655	1051	576	44	215.88	10.77	0.03	chr2	148406180	148406130	148406230
chr2	148569617	148570644	1028	564	63	288.18	12.25	0.02	chr2	148570180	148570130	148570230
chr2	149389498	149389976	479	221	19	114.78	7.73	0.04	chr2	149389718	149389668	149389768
chr2	150765266	150766587	1322	783	60	339.51	10.42	0.02	chr2	150766048	150765998	150766098
chr2	152683305	152683862	558	248	14	51.44	4.09	0.41	chr2	152683552	152683502	152683602
chr2	153079369	153080492	1124	665	41	91.73	4.29	0.07	chr2	153080033	153079983	153080083
chr2	156569061	156569596	536	234	16	83.47	6.91	0.08	chr2	156569294	156569244	156569344
chr2	156571505	156571949	445	232	43	442.97	16.02	0.01	chr2	156571736	156571686	156571786
chr2	15700996	15702109	1114	513	47	132.77	5.95	0.04	chr2	15701508	15701458	15701558
chr2	157370128	157370997	870	466	31	209.06	13.58	0.03	chr2	157370593	157370543	157370643
chr2	158518681	158519578	898	467	26	105.4	8.7	0.05	chr2	158519147	158519097	158519197
chr2	159446096	159446651	556	371	14	57.68	5.5	0.28	chr2	159446466	159446416	159446516
chr2	160372690	160373628	939	457	36	141.55	6.67	0.04	chr2	160373146	160373096	160373196
chr2	161321097	161321981	885	441	23	94.04	7.5	0.06	chr2	161321537	161321487	161321587
chr2	162921784	162922881	1098	581	68	531.28	17.27	0.02	chr2	162922364	162922314	162922414
chr2	164246185	164247245	1061	571	49	198.54	8.53	0.02	chr2	164246755	164246705	164246805
chr2	165787218	165788080	863	399	25	69.73	4.67	0.16	chr2	165787616	165787566	165787666
chr2	165793784	165795190	1407	873	86	543.5	15	0.02	chr2	165794656	165794606	165794706
chr2	166190162	166191141	980	478	37	243.82	14.12	0.02	chr2	166190639	166190589	166190689
chr2	166634461	166635259	799	458	27	54.7	4.7	0.33	chr2	166634918	166634868	166634968
chr2	166730751	166731462	712	364	18	53.2	4.62	0.35	chr2	166731114	166731064	166731164
chr2	168922520	168923385	866	348	40	276.87	14.5	0.02	chr2	168922867	168922817	168922917
chr2	168943135	168944185	1051	425	102	823.65	23.44	0	chr2	168943559	168943509	168943609
chr2	169112274	169113433	1160	932	50	235.69	8.93	0.02	chr2	169113205	169113155	169113255
chr2	170556152	170556922	771	299	24	58.53	5.56	0.27	chr2	170556450	170556400	170556500
chr2	170633062	170633797	736	424	19	81.92	6.44	0.08	chr2	170633485	170633435	170633535
chr2	171785231	171785874	644	237	21	63.36	5	0.2	chr2	171785467	171785417	171785517
chr2	173768799	173769571	773	356	17	54.76	6.36	0.33	chr2	173769154	173769104	173769204
chr2	175836398	175837076	679	410	19	102.42	7.95	0.05	chr2	175836807	175836757	175836857
chr2	176442072	176442721	650	441	17	59.31	4.88	0.26	chr2	176442512	176442462	176442562
chr2	177366125	177367014	890	464	24	101.91	7.28	0.05	chr2	177366588	177366538	177366638
chr2	177851002	177852061	1060	542	52	341.34	18.47	0.02	chr2	177851543	177851493	177851593
chr2	177927514	177928240	727	409	24	90.24	5.36	0.06	chr2	177927922	177927872	177927972
chr2	178011667	178012501	835	344	22	68.24	6.54	0.16	chr2	178012010	178011960	178012060
chr2	178026240	178027007	768	358	24	58.9	4.72	0.26	chr2	178026597	178026547	178026647
chr2	179279249	179279907	659	331	18	77.23	5.29	0.1	chr2	179279579	179279529	179279629
chr2	180829726	180830550	825	376	29	82.03	5.56	0.08	chr2	180830101	180830051	180830151
chr2	181385919	181386482	564	366	15	61.72	4.09	0.22	chr2	181386284	181386234	181386334
chr2	183988539	183989704	1166	577	46	181.77	8.67	0.03	chr2	183989115	183989065	183989165
chr2	186200370	186201376	1007	368	62	480.18	15.45	0.01	chr2	186200737	186200687	186200787
chr2	18630656	18631786	1131	594	92	834.92	27.88	0	chr2	18631249	18631199	18631299
chr2	18653177	18653943	767	335	22	84.3	6.25	0.07	chr2	18653511	18653461	18653561
chr2	186993466	186994102	637	442	18	67.49	5.79	0.17	chr2	186993907	186993857	186993957
chr2	18831241	18832131	891	524	28	149.81	6.59	0.03	chr2	18831764	18831714	18831814
chr2	18926669	18927714	1046	532	50	106.85	4.64	0.05	chr2	18927200	18927150	18927250
chr2	18943695	18944722	1028	497	30	82.06	5.67	0.08	chr2	18944191	18944141	18944241
chr2	189521011	189521901	891	246	50	366.1	12.73	0.02	chr2	189521256	189521206	189521306
